HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
5,2,91.67,5.47,4.531,4.993,5.535,5.596,-6.988,5.516,1.455,-1.472,146.49,53.93,0.0002,0.0009,0.0019,0.0023,1755,O=C(CCC(=O)O)CCCCCC(=O)O
1,0,28.75,3.74,4.517,5.171,5.323,5.619,-5.592,5.535,1.099,-0.057,36.61,39.26,0.0,0.0001,0.1827,0.0001,1774,[O]N1[CH]CCC1(C)C
3,3,78.55,3.4,4.657,4.732,4.937,5.175,-6.112,5.2,1.647,-0.912,200.82,47.36,0.1171,0.021,0.0311,0.0685,1801,[NH]C(=[NH2])c1ccc2c(c1)[nH]cn2
3,3,84.9,8.34,4.333,4.506,4.922,5.126,-5.804,5.059,2.169,-0.746,244.16,58.87,0.0302,0.0114,0.0015,0.0067,1809,NCCc1c[nH]c2c1cc(cc2)C(=N)O
5,2,126.44,4.03,3.348,3.691,4.205,4.327,-6.368,3.592,1.804,-2.776,176.53,47.09,0.6075,0.0,0.0003,0.2653,1839,OC(=N)N/N=C/c1ccc(o1)N(=O)=O
6,5,136.79,1.8,4.679,4.856,5.539,5.626,-6.495,5.66,-2.441,-0.835,99.89,43.73,0.0004,0.001,0.0044,0.055,1841,OC[C@H]([C@H]([C@H]([C@H](C=O)O)O)O)S
1,1,32.86,3.8,3.934,4.024,4.474,4.615,-5.889,4.596,2.681,-1.293,175.71,62.07,0.0098,0.0787,0.1029,0.0007,1853,Oc1nc2ccccc2c2c1cccc2
4,4,106.18,4.4,5.027,5.092,5.604,5.706,-6.234,5.695,-1.485,-0.539,212.67,54.36,0.1156,0.0055,0.0003,0.0084,1855,OCC(CC1=C(C)C(=[N]=[C](=N1)O)O)CO
6,2,108.93,5.59,3.991,4.34,4.968,5.042,-6.514,4.966,0.226,-1.548,198.3,54.95,0.0094,0.0447,0.0281,0.0031,1883,O=C1[C@H](N)[C@@H]2N1C(=C(CS2)C)C(=O)O
3,1,46.53,1.83,3.793,4.26,4.746,4.9,-6.248,4.947,3.099,-1.301,138.27,67.52,0.001,0.053,0.2162,0.0058,1890,Oc1ccc2c(c1)O[C@@H](CC2=O)c1ccccc1
1,1,74.5,7.23,3.472,3.519,4.05,4.286,-6.376,4.0,1.994,-2.376,150.23,44.92,0.1542,0.0,0.0003,0.0451,1893,O=N(=O)c1cccc2c1n[nH]c2
4,2,113.51,4.25,3.328,3.532,3.878,4.052,-6.406,3.85,2.009,-2.555,191.67,56.12,0.1135,0.0002,0.1129,0.0019,1894,O=N(=O)c1cccc2c1nn(c2)C(=[NH2])[NH]
2,1,33.12,2.21,3.939,4.281,4.383,5.034,-5.725,4.52,1.94,-1.205,104.13,43.77,0.0487,0.002,0.0041,0.0,1923,Oc1cccc2c1nccc2
2,1,38.91,4.35,3.709,4.219,4.319,4.516,-5.056,4.264,3.277,-0.792,144.24,63.58,0.0908,0.0657,0.0044,0.0013,1935,N=c1c2CCCCc2[nH]c2c1cccc2
3,1,34.15,0.95,4.813,4.91,4.989,5.465,-6.144,5.551,1.151,-0.593,71.69,49.75,0.0027,0.0101,0.0658,0.0002,1962,C1C[C@H](N1)COc1cccnc1
6,4,124.46,1.76,3.035,4.051,4.061,4.344,-6.256,4.629,2.468,-1.627,180.77,58.1,0.0001,0.0223,0.0002,0.0006,1969,NC(=N)C([N][N]C(C(=N)N)(C)C)(C)C
3,0,29.54,2.41,5.048,5.225,5.545,5.645,-5.657,6.041,0.582,0.384,31.68,49.24,0.0096,0.0119,0.0138,0.0276,1979,CC(=O)O[C@H]1CN2CC[C@H]1CC2
3,2,49.33,3.21,4.485,4.632,4.653,4.782,-5.295,5.279,1.424,-0.016,99.57,42.78,0.0953,0.0498,0.0597,0.0024,1983,Oc1ccc(cc1)/N=C(/O)\C
3,2,49.33,2.44,5.393,5.798,6.511,6.6,-6.057,6.846,-0.097,0.789,78.57,15.46,0.0018,0.0014,0.1608,0.0023,1990,O/N=C(/O)\C
4,2,66.4,7.1,5.625,5.777,5.863,6.076,-6.71,6.577,1.013,-0.133,97.84,45.34,0.0042,0.0014,0.0239,0.0738,1995,CC(C[C@@H](C(=O)O)/N=C(/O)\C)C
4,2,66.4,7.35,5.255,5.388,5.694,5.762,-6.637,6.188,1.209,-0.449,130.22,55.41,0.0013,0.03,0.0102,0.0229,2000,OC(=O)[C@H](Cc1ccccc1)/N=C(/O)\C
4,2,66.4,6.64,5.588,5.599,5.865,5.919,-6.789,7.165,1.158,0.376,97.84,45.34,0.0018,0.0003,0.0029,0.0053,2005,OC(=O)CCCCC/N=C(/O)\C
7,3,120.86,1.89,3.888,3.986,4.229,4.594,-6.343,4.487,-0.037,-1.856,267.82,55.7,0.0001,0.2241,0.0342,0.0714,2006,OC(=O)C(=O)Nc1cccc(c1)c1n[nH]nn1
1,1,32.86,4.95,3.559,3.596,4.392,4.742,-5.619,4.112,2.681,-1.508,175.71,62.07,0.0786,0.0,0.0373,0.0239,2015,O=c1c2ccccc2[nH]c2c1cccc2
4,3,101.19,2.42,5.255,5.377,5.643,5.769,-6.071,6.768,1.072,0.697,124.2,33.13,0.0061,0.0024,0.001,0.0026,2039,NCCSC(=[NH2])[NH]
2,0,93.4,2.9,3.536,3.755,3.904,4.016,-7.723,3.948,2.549,-3.774,136.53,54.47,0.0001,0.6951,0.0493,0.0002,2041,N#CC(=Cc1ccc(cc1)N(=O)=O)C#N
5,2,117.62,6.77,3.091,3.748,4.19,4.735,-6.338,3.459,2.259,-2.879,240.5,64.07,0.2733,0.4904,0.005,0.0657,2045,N#C/C(=C\c1ccc(cc1)O)/C(=C(C#N)C#N)N
3,1,113.63,1.67,3.301,3.444,3.89,4.009,-7.44,3.742,2.254,-3.698,177.51,56.49,0.1385,0.0622,0.4173,0.1527,2046,N#CC(=Cc1ccc(c(c1)O)N(=O)=O)C#N
2,0,25.78,1.16,3.537,3.749,3.953,4.337,-6.074,4.25,3.914,-1.823,126.61,74.91,0.0023,0.2908,0.0329,0.0083,2048,Cc1cc2ncc(nc2cc1C)c1ccccc1
5,3,101.55,5.36,3.516,3.975,4.127,4.958,-6.305,3.709,1.089,-2.596,221.94,51.71,0.3775,0.2699,0.0001,0.0238,2054,N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)O
5,3,107.34,6.34,3.514,3.921,4.097,4.397,-6.21,3.701,1.19,-2.509,220.42,52.85,0.4234,0.1347,0.0049,0.0459,2065,N#C/C(=C\c1ccc(c(c1)O)O)/C(=N)O
1,1,26.02,1.44,5.427,5.98,6.033,6.158,-6.106,7.954,2.716,1.848,70.19,48.66,0.0175,0.0055,0.007,0.0069,2068,CC([C@H]1[C@@H]2CC[C@H]([C@H]1N)C2)C
2,2,58.88,4.72,3.937,4.182,4.669,4.784,-5.407,4.427,1.692,-0.98,180.53,48.97,0.1272,0.1086,0.0097,0.001,2072,Nc1cccc2c1ccnc2O
5,3,92.42,6.99,5.22,5.303,5.347,5.49,-6.381,6.153,1.237,-0.229,183.81,62.92,0.0073,0.0049,0.0013,0.005,2080,C[C@@H](/C(=N\[C@H](C(=O)O)Cc1ccccc1)/O)N
4,4,72.72,4.34,4.948,5.055,5.361,5.497,-5.97,5.821,1.697,-0.15,125.08,67.6,0.0271,0.0005,0.0021,0.0482,2083,OCc1cc(ccc1O)[C@H](CNC(C)(C)C)O
3,2,74.43,6.38,4.278,4.617,5.266,5.319,-6.528,5.031,-0.354,-1.497,208.65,34.51,0.0012,0.1063,0.0001,0.0231,2094,OC1=NC=[N]=c2c1c[nH][n]2
6,3,85.52,1.66,5.385,5.488,5.639,5.833,-5.78,7.042,-2.549,1.263,84.01,55.63,0.0085,0.017,0.0107,0.0218,2095,OC[C@@H]1[C@H](O)[C@H]([C@H]2[C@H]1OC(=N2)N(C)C)O
6,4,99.38,6.11,5.642,5.994,6.045,6.294,-6.523,7.698,-2.567,1.176,51.92,40.47,0.0007,0.0024,0.0008,0.0125,2108,CO[C@H]1O[C@H](CO)[C@H]([C@H]([C@H]1O)O)O
5,3,100.62,6.23,5.467,5.521,5.992,6.142,-7.015,6.509,-0.037,-0.506,193.69,32.44,0.003,0.003,0.0117,0.0,2109,OC(=O)C[C@](C(=O)O)(N)C
4,3,83.55,6.82,4.96,5.347,5.35,5.675,-6.359,5.856,1.437,-0.503,188.56,52.37,0.0405,0.005,0.0069,0.0159,2110,Oc1cccc(c1)C[C@](C(=O)O)(N)C
4,2,88.62,3.97,5.063,5.272,5.527,5.564,-6.082,6.495,1.242,0.414,124.84,43.06,0.0032,0.0006,0.006,0.0113,2111,C[C@](C(=O)O)(CCSC)N
4,2,72.55,2.62,4.935,5.13,5.416,5.516,-5.856,5.788,1.525,-0.068,123.18,56.69,0.0265,0.0005,0.0008,0.0004,2112,COC(=O)[C@@](Cc1ccc(cc1)O)(N)C
4,3,89.34,5.37,5.528,5.678,5.978,6.136,-6.539,7.263,0.928,0.724,170.12,38.18,0.003,0.0133,0.0118,0.0023,2113,C[C@](C(=O)O)(CCCN)N
6,0,48.39,0.08,5.176,5.271,5.281,5.338,-5.625,6.387,0.07,0.762,79.88,62.45,0.0003,0.0023,0.0065,0.0772,2123,CN(C1=NC(=[N]=C([N]1)N(C)C)N(C)C)C
1,1,26.02,1.24,5.541,5.986,6.263,6.396,-6.133,7.984,2.614,1.85,103.79,46.59,0.0188,0.0106,0.0017,0.0212,2130,N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
5,3,104.24,2.14,3.079,3.566,3.95,4.034,-6.395,4.035,0.967,-2.359,194.76,54.26,0.0134,0.0093,0.0073,0.0097,2138,OC(=O)C(=O)Cc1ccc(cc1)C(=[NH2])[NH]
6,4,130.69,2.14,4.996,5.342,5.554,5.589,-6.003,6.112,0.842,0.109,150.83,50.24,0.0056,0.0024,0.0103,0.0126,2141,NCCCNCCSP(=O)(O)O
4,3,90.42,3.8,5.171,5.815,5.983,6.347,-6.074,7.195,0.234,1.121,157.37,18.73,0.0074,0.0095,0.0129,0.033,2146,NNC(=[NH2])[NH]
5,3,92.42,9.1,4.507,4.677,5.011,5.036,-6.101,4.928,1.055,-1.173,192.04,50.42,0.4201,0.0761,0.0024,0.0009,2148,O=C(c1ccc(cc1)N)NCC(=O)O
4,3,83.55,7.32,5.596,6.101,6.326,6.743,-6.808,7.434,-0.519,0.626,124.79,26.98,0.001,0.0023,0.0312,0.0077,2149,NC[C@H](CC(=O)O)O
4,1,52.95,3.99,4.241,4.478,4.585,4.685,-5.238,4.751,1.648,-0.487,131.33,60.66,0.0802,0.0067,0.0029,0.2412,2151,Nc1c(C)n(n(c1=O)c1ccccc1)C
3,1,67.15,4.51,4.27,4.561,4.97,5.079,-5.298,5.638,1.306,0.34,67.21,26.52,0.0007,0.0002,0.1024,0.0014,2155,N=c1scc[nH]1
6,2,87.07,6.27,4.758,5.169,5.52,5.569,-6.602,5.51,-1.158,-1.091,141.33,46.9,0.0031,0.0054,0.0037,0.0045,2172,OC(=O)[C@@H]1N2[C@@H](O/C/1=C/CO)CC2=O
2,1,24.92,2.11,4.513,4.783,4.857,5.128,-5.891,5.353,2.225,-0.539,69.76,53.03,0.0042,0.0004,0.0039,0.0,2181,C1CC[C@@H](NC1)c1cccnc1
4,1,86.65,4.23,3.607,4.326,4.718,4.837,-5.268,4.963,1.612,-0.305,92.9,48.94,0.0002,0.0346,0.0028,0.0014,2209,NSC(=S)N1CCCC1
3,1,46.53,3.26,3.817,4.437,4.821,5.25,-6.166,4.92,1.603,-1.246,85.3,45.15,0.0003,0.113,0.1246,0.0012,2214,COc1cc(ccc1O)C(=O)C
6,4,128.8,4.85,5.167,5.2,5.654,5.698,-5.938,7.513,1.115,1.576,226.16,49.16,0.002,0.0024,0.0008,0.0007,2227,[NH]C(=[NH2])NCCCCNC(=[NH2])[NH]
3,0,29.54,2.63,3.65,4.919,5.026,5.624,-5.606,4.672,0.359,-0.933,22.97,46.08,0.0015,0.0001,0.0096,0.2135,2230,COC(=O)C1=CCCN(C1)C
6,4,133.51,6.97,5.303,5.499,5.646,5.819,-6.221,7.072,0.654,0.852,229.69,45.67,0.0044,0.0003,0.0002,0.0036,2234,[NH]C(=[NH2])NCCC[C@@H]([C](O)[NH])N
0,0,0.0,0.54,5.366,5.552,5.817,5.873,-5.962,6.686,4.725,0.724,27.33,68.78,0.0212,0.0088,0.0024,0.01,2237,CC(=C)[C@@H]1CC=C2[C@@](C1)(C)[C@H](C)CCC2
3,1,46.53,3.42,5.289,5.888,6.347,6.367,-6.925,6.471,1.881,-0.454,85.03,39.46,0.0024,0.0625,0.0122,0.0336,2285,OC(=O)OCc1ccccc1
3,3,52.49,2.72,4.936,5.092,5.325,5.567,-5.66,5.81,2.206,0.15,90.6,61.43,0.0284,0.0001,0.007,0.0666,2292,CCCCNC[C@@H](c1ccc(cc1)O)O
3,1,46.17,6.83,4.036,4.928,5.571,6.076,-6.512,5.513,1.168,-0.999,83.33,45.31,0.001,0.0002,0.0072,0.0339,2310,CC[C@@]1(C)CC(=NC(=O)C1)O
2,1,43.09,4.71,4.997,5.105,5.348,5.76,-6.846,5.782,1.486,-1.064,93.12,34.54,0.0126,0.0092,0.1451,0.0121,2331,OC(=N)c1ccccc1
2,2,49.87,2.81,4.985,4.995,5.081,5.414,-6.329,5.562,1.771,-0.767,92.7,37.71,0.0805,0.0045,0.0023,0.0144,2332,[NH]C(=[NH2])c1ccccc1
2,0,26.3,1.76,4.761,4.908,4.993,5.056,-6.735,5.557,3.044,-1.178,59.65,62.21,0.0043,0.0167,0.001,0.0235,2345,O=C(c1ccccc1)OCc1ccccc1
2,0,44.45,3.88,4.54,5.017,5.215,5.353,-6.553,5.785,2.289,-0.767,55.9,45.38,0.0005,0.0472,0.0028,0.0074,2346,S=C=NCc1ccccc1
4,0,52.58,6.52,3.707,4.238,4.493,4.937,-6.076,4.343,2.548,-1.733,133.0,58.75,0.0328,0.27,0.0,0.0328,2355,COc1c2ccc(=O)oc2cc2c1cco2
6,2,79.23,2.48,4.358,4.558,4.92,5.374,-5.706,4.942,0.193,-0.765,142.04,51.74,0.2147,0.0138,0.0167,0.1439,2358,COc1ccc2c(c1)O[C@@H](C(=O)N2O)O
7,4,129.72,5.96,3.984,4.57,5.338,5.456,-6.983,5.146,-1.31,-1.837,231.24,35.4,0.0004,0.0281,0.0415,0.002,2360,N[C@H](C(=O)O)CNC(=O)C(=O)O
2,0,26.3,4.11,5.907,7.148,7.492,7.658,-7.611,7.777,-0.067,0.166,10.45,15.71,0.0007,0.0437,0.0027,0.0207,2365,C1COC1=O
2,1,24.92,1.23,4.578,4.888,4.938,5.229,-5.853,5.29,1.234,-0.563,48.51,41.62,0.0127,0.003,0.0004,0.0002,2366,CNCCc1ccccn1
7,4,138.01,7.62,3.283,3.881,4.118,4.353,-6.104,3.758,-0.709,-2.346,267.79,59.26,0.1496,0.0016,0.0001,0.0032,2380,C[C@@H]([C@@H](c1cnc2c(n1)C(=[N]=C(N2)[NH])O)O)O
3,1,30.49,1.46,5.721,5.901,6.068,6.164,-5.91,8.319,0.26,2.408,-17.28,35.93,0.0008,0.0144,0.0223,0.0194,2383,COCCNCCOC
2,2,39.26,2.59,4.293,4.554,4.66,4.689,-5.089,4.98,2.621,-0.109,162.63,74.02,0.0596,0.0001,0.0858,0.0001,2438,CN1CCC(CC1)c1c[nH]c2c1cc(O)cc2
5,3,102.78,2.97,4.854,5.432,5.599,5.69,-5.546,6.392,1.476,0.846,171.91,46.45,0.001,0.0078,0.0013,0.0809,2468,CCCCNC(=N)NC(=[NH2])[NH]
5,2,75.27,9.92,3.99,4.181,5.232,5.524,-6.857,5.374,1.452,-1.483,140.91,62.23,0.0002,0.0001,0.0003,0.0202,2479,CC[C@H]([C@@]1(CC)C(=N[C](=[N]=C1O)=O)O)C
6,0,61.82,3.83,4.622,4.96,5.33,5.608,-5.959,5.143,-1.029,-0.816,143.54,52.04,0.1368,0.0,0.0016,0.0157,2519,Cn1cnc2c1c(=O)n(C)c(=O)n2C
6,4,117.03,3.45,6.586,6.839,6.985,7.263,-7.557,8.275,-1.551,0.718,92.39,30.93,0.0094,0.0043,0.0226,0.0031,2526,OCC(OP(=O)(O)O)CO
6,4,106.86,4.63,5.084,5.437,5.584,5.789,-6.261,6.626,-0.262,0.365,152.43,57.02,0.0004,0.0015,0.0002,0.0067,2527,OCC([C@@H](/C(=N\CCCC(=O)O)/O)O)(C)C
1,0,17.07,2.96,4.217,5.865,6.205,6.295,-6.234,6.006,2.402,-0.229,74.7,45.64,0.0003,0.0044,0.0116,0.0064,2537,O=C1C[C@H]2C([C@]1(C)CC2)(C)C
5,2,83.83,3.05,5.431,5.57,6.55,6.593,-7.426,6.985,0.729,-0.441,198.68,50.06,0.0042,0.0004,0.0026,0.0069,2544,OC(=O)[C@]1(C)[C@@H]2CC[C@H]([C@@]1(C)C(=O)O)O2
4,0,52.6,6.39,4.979,5.083,5.224,5.291,-7.154,6.267,0.644,-0.887,100.77,45.89,0.0029,0.0012,0.0047,0.0051,2545,O=C1OC(=O)[C@@]2([C@@]1(C)[C@@H]1CC[C@@H]2O1)C
2,1,46.33,2.41,3.659,4.244,4.339,4.644,-5.761,4.395,4.152,-1.366,196.4,76.05,0.0432,0.2794,0.0049,0.023,2554,OC(=N)N1c2ccccc2C=Cc2c1cccc2
4,2,74.6,4.83,5.436,5.66,6.035,6.586,-7.464,6.626,0.326,-0.838,169.02,32.13,0.0043,0.0009,0.0135,0.0075,2568,OC(=O)C1(CCC1)C(=O)O
5,3,86.63,5.81,5.467,5.714,5.898,6.096,-6.789,6.661,0.306,-0.128,154.27,42.11,0.0017,0.0005,0.0003,0.002,2572,OC(=O)CCNCCCC(=O)O
5,2,79.29,2.35,2.697,2.769,3.158,3.642,-6.498,3.328,0.317,-3.17,169.87,55.62,0.0009,0.042,0.0001,0.0001,2598,OCCNC1=CC(=O)c2c(C1=O)cncc2
5,2,74.58,9.57,2.711,2.914,3.069,3.831,-5.842,3.358,0.662,-2.484,155.0,64.48,0.0007,0.0791,0.0064,0.0006,2600,OCCNC1=C/C(=N\C)/C(=O)c2c1ccnc2
4,1,50.69,2.17,5.025,5.413,5.493,5.764,-6.038,6.131,-0.825,0.093,69.52,51.63,0.0018,0.0003,0.0141,0.0001,2606,C#CCOC(=O)[C@@H]1CNC=NC1
2,1,37.3,4.18,5.267,5.363,5.617,5.76,-6.123,6.128,2.309,0.005,102.41,49.11,0.1662,0.0282,0.0073,0.0012,2743,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
3,1,42.23,4.07,4.382,5.29,5.346,5.404,-5.747,4.906,2.442,-0.841,124.43,60.1,0.1273,0.0132,0.0233,0.0013,2749,Cc1cc(C2CCCCC2)n(c(=O)c1)O
1,0,9.23,1.3,5.77,6.243,6.293,6.384,-6.24,8.101,2.744,1.861,29.03,47.12,0.0123,0.0039,0.0178,0.0021,2758,C[C@]12CC[C@H](CC1)C(O2)(C)C
3,1,33.62,1.92,4.992,5.231,5.374,5.439,-5.91,5.875,1.709,-0.035,100.14,71.43,0.048,0.0017,0.0095,0.0085,2765,C1CN[C]([N]1)COc1ccccc1C1CC1
3,2,63.32,5.24,4.547,4.705,6.009,6.2,-6.958,5.587,0.286,-1.371,115.96,25.35,0.009,0.007,0.013,0.3828,2766,NC/C=C/C(=O)O
4,1,71.47,3.51,4.136,4.467,5.117,5.28,-6.174,5.494,0.545,-0.68,74.95,39.63,0.0074,0.014,0.0074,0.0152,2773,O=C1CCS[C@H]1/N=C(/O)\C
4,0,48.67,6.05,4.023,4.172,4.602,5.105,-5.878,4.441,1.81,-1.437,94.54,55.47,0.2699,0.0845,0.0,0.0741,2775,COc1cc(OC)c2c(c1)oc(=O)cc2
5,2,75.63,7.3,5.278,5.686,5.835,6.08,-6.8,6.427,-0.238,-0.373,106.59,55.36,0.0277,0.0009,0.0162,0.0127,2779,CC([C@@H]([C@@]12N=C([C@@H]([C@H]2OC1=O)C)O)O)C
5,4,93.45,3.82,5.644,6.197,6.506,6.653,-6.705,7.532,-2.789,0.827,84.12,32.46,0.0008,0.0003,0.01,0.0042,2859,O[C@@H]1[C@@H](O)[C@@H](O)[C@H]2[C@@H]([C@@H]1O)O2
1,1,20.23,1.32,4.918,5.078,5.593,5.67,-5.742,5.812,1.701,0.071,48.13,33.43,0.0369,0.0002,0.0007,0.0707,2879,Cc1ccc(cc1)O
2,0,20.31,3.22,4.453,4.929,5.02,5.216,-6.335,5.671,2.924,-0.664,46.03,64.57,0.0006,0.0879,0.0093,0.0349,2883,C/C=C/C(=O)N(c1ccccc1C)CC
5,2,78.92,7.87,5.319,5.561,5.828,6.007,-6.316,7.023,-1.225,0.708,148.59,42.34,0.0132,0.0037,0.0002,0.0075,2896,OC(=O)CN1CCNC1=N
1,1,26.02,1.35,5.593,6.122,6.215,6.417,-6.158,8.294,2.368,2.136,49.6,36.36,0.0233,0.0123,0.0009,0.0106,2899,NC1CCCCCC1
3,2,63.32,5.51,5.506,5.847,6.791,6.926,-6.672,7.266,1.043,0.593,138.45,33.36,0.0012,0.0052,0.0459,0.0139,2901,OC(=O)C1(N)CCCC1
4,2,58.2,0.78,5.376,5.554,5.644,6.004,-6.433,6.776,0.305,0.343,91.83,52.29,0.0021,0.0018,0.0012,0.0008,2902,CC(C[C@@H]1N=C(O)CN=C1O)C
1,1,26.02,1.33,5.574,6.094,6.208,6.371,-6.163,8.264,2.758,2.101,48.94,41.16,0.0275,0.0031,0.0006,0.0061,2903,NC1CCCCCCC1
1,1,26.02,1.33,5.649,6.183,6.354,6.685,-6.139,8.18,1.588,2.041,50.93,26.74,0.0306,0.0109,0.0022,0.0011,2906,NC1CCCC1
4,2,102.64,1.2,4.456,4.567,5.142,5.282,-6.289,5.685,1.686,-0.604,101.2,41.94,0.0085,0.0026,0.0009,0.0007,2915,NCCSSCCN
5,3,118.66,2.25,5.371,5.548,5.696,5.877,-6.498,6.582,0.471,0.084,125.64,33.01,0.0002,0.0003,0.0243,0.0009,2916,NCCSP(=O)(O)O
6,4,130.66,2.64,5.468,5.858,5.995,6.285,-6.855,6.863,0.447,0.008,191.18,46.42,0.0049,0.0004,0.0061,0.0017,2927,OC(=O)[C@H](CCCCP(=O)(O)O)N
4,3,97.79,8.98,4.121,4.248,4.816,5.008,-5.407,4.993,0.097,-0.414,200.85,33.67,0.0238,0.0298,0.0046,0.0027,2944,NC1=CC(=[N]=C(N1)[NH])O
4,0,42.31,8.56,2.351,2.656,3.558,3.718,-5.551,3.333,0.557,-2.218,131.11,63.34,0.0001,0.0146,0.0023,0.0921,2946,CN1CCc2c3C1=CC(=O)C(=O)c3n(c2)C
3,2,53.11,2.93,4.935,5.055,5.161,5.307,-5.753,5.921,1.676,0.169,121.42,56.98,0.0037,0.0022,0.0039,0.0144,2966,[NH]C(=[NH2])N1CCc2c(C1)cccc2
2,1,37.3,4.14,5.744,6.409,7.418,7.442,-7.342,7.685,3.212,0.343,47.94,51.96,0.0003,0.017,0.0023,0.0035,2969,CCCCCCCCCC(=O)O
3,1,42.23,8.2,4.067,4.34,4.767,4.823,-5.287,5.056,0.399,-0.231,86.74,38.95,0.0003,0.0015,0.1714,0.0267,2972,Cn1ccc(=O)c(c1C)O
4,4,76.1,1.75,5.226,5.467,5.627,5.681,-6.016,7.744,1.042,1.728,134.97,51.59,0.0063,0.0146,0.0087,0.0609,2980,C[C@H](CNCCNC[C@@H](N)C)N
2,2,47.7,4.64,3.535,3.874,3.968,4.188,-6.31,4.259,3.302,-2.052,135.44,66.88,0.0439,0.0098,0.0308,0.0088,2981,[NH]c1c([NH])c2ccccc2c2c1cccc2
4,2,65.52,1.04,5.715,5.946,6.076,6.216,-6.588,6.259,0.005,-0.329,23.8,54.31,0.4832,0.0006,0.1589,0.0013,2992,C=C[C@@H]([C@H]1O[C@@H]1/C=C/[C@H]1O[C@@H]1[C@H](O)C)O
1,1,26.02,1.22,5.189,5.365,5.65,5.768,-6.095,6.12,2.277,0.024,60.07,43.73,0.009,0.0633,0.0758,0.0108,3007,C[C@@H](Cc1ccccc1)N
6,2,93.03,3.41,4.89,5.214,5.357,5.541,-6.561,5.682,-0.21,-0.879,194.14,58.77,0.0006,0.1877,0.0186,0.0014,3043,OC[C@@H]1CC[C@H](O1)n1cnc2c1ncnc2O
7,2,99.08,2.69,4.923,4.986,5.235,5.436,-5.94,5.418,0.658,-0.522,177.08,60.35,0.223,0.0096,0.0464,0.0067,3044,O[C@@H]1C[C@H](O[C@@H]1C)n1cnc2c1[N]C=N[C]2N
5,4,89.79,2.01,4.515,4.758,4.962,5.048,-5.717,4.972,0.608,-0.746,201.91,39.41,0.15,0.1192,0.001,0.0434,3045,O/N=C(\c1ccc(c(c1)O)O)/O
